"Officiële naam";"Alternatieve naam";"Afkorting";"Type";"Subtype";"Startdatum";"Einddatum";"Datum ter verificatie";"Laatste mutatie";"Classificaties";"Onderdeel van";"Organisatiebeschrijving/doel";"Link naar uitgebreidere organisatiebeschrijving";"Adressen (type, toelichting, straat, huisnummer, toevoeging, postbus, postcode, plaats, regio, provincieAfkorting, land, centroideLatitude, centroideLongitude, centroideRdx, centroideRdy)";"Online afspraak url";"Afspraak per email";"Telefonische afspraak";"Telefoonnummers ";"Fax";"E-mail adressen";"Internetpagina's";"Sociale Media";"Contactformulieren";"Beschrijving contactgegevens";"Relatie met ministerie";"Link naar organogram";"Oppervlakte (km2)";"Wateroppervlakte (km2)";"Bevat plaatsen";"Aantal inwoners";"Inwoners per km2";"Totaal aantal zetels";"Raad (Partij (aantal zetels))";"Beleidsterreinen";"Datum van publiceren begroting";"Actieve afwijkingen van de Regeling";"OWMS URI";"TOOi URI";"KVK-nummer";"btw-nummer";"Loonheffingennummer";"OIN";"Organisatiecode";"Actieve beheerder ROO"
"Gemeente Meierijstad";"";"Meierijstad";"Gemeente";"";"01-01-2017";"";"17-05-2025";"17-05-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"Het organisatie-ontwerp toont de wijze waarop wij zijn georganiseerd. Het organisatieontwerp is zó georganiseerd dat het flexibel is en geschikt om veranderende maatschappelijke vraagstukken aan te pakken. Het is een logisch gevolg van de organisatiefilosofie en maakt de organisatieontwikkeling vanaf 2017 mogelijk.Het organisatiemodel voor Meierijstad is opgebouwd uit verschillende schijven die de ordeningsprincipes in beeld brengen. De raadsleden vormen samen met de samenleving de eerste schijf in het model. Dit vanwege de bestuurlijk rol die zij heeft binnen de samenleving. Zij is in gesprek met de verschillende klantgroepen en halen bij hen hun input.In het midden van de tweede schijf, dat ook het vertrekpunt is voor de bestuurlijk agenda, staan de Mijlpalen van Meierijstad. Het college van burgemeester en wethouders geeft uitvoering aan de Mijlpalen van Meierijstad. De collegeleden zijn individueel programmabestuurder van een van de programma’s. De griffie vormt de schakel tussen de raad en het college. De klantgroepen staan rondom de thema’s sociaal-maatschappelijk, ruimtelijk/economie en bedrijfsvoering weergegeven.In de derde schijf stuurt de directie de ambtelijke organisatie aan. Alle inhoudelijke professionals zitten in een werkatelier en zijn georganiseerd vanuit de thema’s sociaalmaatschappelijk, ruimtelijk/economisch en bedrijfsvoering. Afhankelijk van een (bestuurlijke) ontwikkel opgave neemt een medewerker deel aan een of meerdere popup(s). Leidinggevenden als professionals werken vanuit het netwerk. Programmadragers regisseren binnen en tussen thema’s hun programma. Ook in deze schijf staan de klantgroepen rondom de thema’s in relatie tot de verschillende programma’s, werkateliers en pop-ups.";"https://www.meierijstad.nl/Alle_onderwerpen/Bestuur_en_organisatie/Meierijstad/Organisatiefilosofie";"adresType: Bezoekadres, openbareRuimte: Stadhuisplein, huisnummer: 1, postcode: 5461 KN, woonplaats: VEGHEL, provincieAfkorting: NB, centroideLatitude: 51.61416827, centroideLongitude: 5.54568633, centroideRdx: 165977.0, centroideRdy: 402822.0;adresType: Postadres, postbus: 10001, postcode: 5460 DA, woonplaats: VEGHEL;adresType: Woo-Adres, openbareRuimte: Stadhuisplein, huisnummer: 1, postbus: 10001, postcode: 5461KN, woonplaats: Veghel, provincieAfkorting: NB, land: Nederland, centroideLatitude: 51.61416828, centroideLongitude: 5.54568625, centroideRdx: 165977.0, centroideRdy: 402822.0";"https://www.meierijstad.nl/Contact";"info@meierijstad.nl";"14 0413";"14 0413, label: algemeen";"";"info@meierijstad.nl, label: algemeen";"https://www.meierijstad.nl/home, label: algemeen";"";"";"";"";"https://www.meierijstad.nl/dsresource?objectid=6a43884f-3a7a-4526-b7b1-546f93c67bd0&&disposition=inline";"78,92";"";"Erp, Schijndel, Sint-Oedenrode, Veghel";"84711";"1073";"36";"CDA (7);HIER (5);VVD (5);Lokaal Meierijstad (5);PvdA-GroenLinks (3);SP (3);Gemeentebelang Meierijstad (3);D66 (2);Hart (2);Forum voor Democratie (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Meierijstad";"https://identifier.overheid.nl/tooi/id/gemeente/gm1948";"66723019";"";"";"";"gm1948";"Ja"
"Gemeente Meppel";"";"Meppel";"Gemeente";"";"";"";"04-06-2025";"04-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"De gemeente Meppel werkt met een 2-hoofdige directe en 11 teams. De teams worden aangestuurd door teammanagers.";"https://www.meppel.nl/bestuur-en-organisatie/";"adresType: Bezoekadres, openbareRuimte: Grote Oever, huisnummer: 26, postcode: 7941 BJ, woonplaats: MEPPEL, provincieAfkorting: DR, centroideLatitude: 52.69917817, centroideLongitude: 6.18840773, centroideRdx: 209159.193, centroideRdy: 523829.8;adresType: Postadres, postbus: 501, postcode: 7940 AM, woonplaats: MEPPEL;adresType: Woo-Adres, openbareRuimte: Grote Oever, huisnummer: 26, postbus: 501, postcode: 7941BJ, woonplaats: Meppel, provincieAfkorting: DR, land: Nederland, centroideLatitude: 52.69917816, centroideLongitude: 6.18840766, centroideRdx: 209159.193, centroideRdy: 523829.8";"https://www.meppel.nl/contact/";"";"14 0522";"14 0522, label: algemeen";"";"postbus@meppel.nl, label: algemeen";"https://www.meppel.nl, label: algemeen";"";"";"";"";"";"58,0";"";"Broekhuizen DR, De Schiphorst, Meppel, Nijeveen, Rogat";"36271";"625";"23";"Sterk Meppel (7);VVD (4);CDA (3);ChristenUnie (2);SP (2);D66 (2);PvdA (2);GroenLinks (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Meppel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0119";"01178692";"";"";"";"gm0119";"Ja"
"Gemeente Middelburg";"";"Middelburg";"Gemeente";"";"";"";"16-03-2025";"16-03-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"https://www.middelburg.nl/onze-organisatie";"adresType: Bezoekadres, openbareRuimte: Kanaalweg, huisnummer: 3, postcode: 4337 PA, woonplaats: MIDDELBURG, provincieAfkorting: ZL, centroideLatitude: 51.49766681, centroideLongitude: 3.62458301, centroideRdx: 32611.768, centroideRdy: 391328.84;adresType: Postadres, postbus: 6000, postcode: 4330 LA, woonplaats: MIDDELBURG;adresType: Woo-Adres, openbareRuimte: Kanaalweg, huisnummer: 3, postbus: 6000, postcode: 4337PA, woonplaats: Middelburg, provincieAfkorting: ZL, centroideLatitude: 51.49766682, centroideLongitude: 3.62458295, centroideRdx: 32611.768, centroideRdy: 391328.84";"https://www.middelburg.nl/afspraak-maken";"";"";"14 0118, label: algemeen";"";"info@middelburg.nl, label: algemeen";"https://www.middelburg.nl, label: algemeen";"";"";"";"";"https://www.middelburg.nl/onze-organisatie";"53,04";"";"Arnemuiden, Middelburg, Nieuw- en Sint Joosland";"50152";"945";"29";"GroenLinks/PvdA (8);Lokale Partij Middelburg (4);D66 (3);SGP (3);CDA (3);ChristenUnie (3);VVD (2);SP (1);Hart voor Middelburg (1);Forum voor Democratie (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Middelburg_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0687";"51041510";"";"";"";"gm0687";"Ja"
"Gemeente Midden-Delfland";"";"Midden-Delfland";"Gemeente";"";"01-01-2004";"";"23-05-2025";"23-05-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"https://www.middendelfland.nl/over-bestuur-en-organisatie";"adresType: Bezoekadres, openbareRuimte: Anna van Raesfeltstraat, huisnummer: 37, postcode: 2636 HX, woonplaats: SCHIPLUIDEN, provincieAfkorting: ZH, centroideLatitude: 51.9800992, centroideLongitude: 4.31878522, centroideRdx: 81598.885, centroideRdy: 444061.225;adresType: Postadres, postbus: 1, postcode: 2636 ZG, woonplaats: SCHIPLUIDEN;adresType: Woo-Adres, toelichting: Gemeente Midden-Delfland - t.a.v. Juridische Zaken, postbus: 1, postcode: 2636 ZG, woonplaats: Schipluiden";"https://afspraken.middendelfland.nl/internetafspraken";"";"(015) 380 41 11";"(015) 380 41 11, label: algemeen";"";"gemeente@middendelfland.nl, label: algemeen";"https://www.middendelfland.nl, label: algemeen";"";"";"";"";"https://www.middendelfland.nl/organogram";"50,0";"";"Den Hoorn ZH, Maasland, Schipluiden";"19423";"388";"17";"CDA (4);OGP (3);VVD (3);D66 (2);ChristenUnie (1);MIJN Partij (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Midden-Delfland";"https://identifier.overheid.nl/tooi/id/gemeente/gm1842";"27370601";"";"";"";"gm1842";"Ja"
"Gemeente Midden-Drenthe";"";"Midden-Drenthe";"Gemeente";"";"01-01-2000";"";"06-06-2025";"06-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"";"adresType: Bezoekadres, openbareRuimte: Raadhuisplein, huisnummer: 1, postcode: 9411 NB, woonplaats: BEILEN, provincieAfkorting: DR, centroideLatitude: 52.85980536, centroideLongitude: 6.51557019, centroideRdx: 230994.259, centroideRdy: 541997.343;adresType: Postadres, postbus: 24, postcode: 9410 AA, woonplaats: BEILEN";"";"";"";"(0593) 53 92 22, label: algemeen";"";"gemeente@middendrenthe.nl, label: algemeen";"https://www.middendrenthe.nl, label: algemeen";"";"";"";"";"";"345,82";"";"Balinge, Beilen, Bovensmilde, Bruntinge, Drijber, Elp, Eursinge Midden-Drenthe, Garminge, Hijken, Hoogersmilde, Hooghalen, Mantinge, Nieuw-Balinge, Nieuweroord, Oranje, Orvelte, Smilde, Spier, Stuifzand, Tiendeveen, Westerbork, Wijster, Witteveen, Zuidveld, Zwiggelte";"34021";"98";"23";"Gemeentebelangen BBBondgenoot (5);PvdA (4);Positief Vooruit (3);VVD (3);CDA (3);Onafhankelijk Midden-Drenthe (2);D66 (1);ChristenUnie (1);GroenLinks (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Midden-Drenthe";"https://identifier.overheid.nl/tooi/id/gemeente/gm1731";"01182848";"";"";"";"gm1731";"Ja"
"Gemeente Midden-Groningen";"";"Midden-Groningen";"Gemeente";"";"01-01-2018";"";"16-03-2025";"16-03-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"De ambtelijke organisatie van de gemeente Midden-Groningen bestaat uit 39 teams. De organisatie als geheel wordt geleid door het directieteam. Omdat de gemeente Midden-Groningen op 1 januari 2018 tot stand is gekomen, maakt de organisatie de komende tijd nog een ontwikkeling door.";"https://www.midden-groningen.nl/ambtelijke-organisatie";"adresType: Bezoekadres, openbareRuimte: Gorecht-Oost, huisnummer: 157, postcode: 9603 AE, woonplaats: HOOGEZAND, provincieAfkorting: GR, centroideLatitude: 53.15342526, centroideLongitude: 6.75714974, centroideRdx: 246642.572, centroideRdy: 574949.469;adresType: Postadres, postbus: 75, postcode: 9600 AB, woonplaats: HOOGEZAND;adresType: Woo-Adres, openbareRuimte: Gorecht-Oost, huisnummer: 157, postcode: 9603 AE, woonplaats: Hoogezand, provincieAfkorting: GR";"https://www.midden-groningen.nl/contact";"gemeente@midden-groningen.nl";"(0598) 37 37 37";"(0598) 37 37 37, label: algemeen";"";"gemeente@midden-groningen.nl, label: algemeen";"https://www.midden-groningen.nl, label: algemeen";"";"";"";"";"https://www.midden-groningen.nl/ambtelijke-organisatie";"73,05";"";"Borgercompagnie, Foxhol, Froombosch, Harkstede, Hellum, Hoogezand, Kiel-Windeweer, Kolham, Kropswolde, Lageland, Luddeweer, Meeden, Muntendam, Noordbroek, Overschild, Sappemeer, Scharmer, Schildwolde, Siddeburen, Slochteren, Steendam, Tjuchem, Tripscompagnie, Waterhuizen, Westerbroek, Woudbloem, Zuidbroek";"61387";"840";"33";"GemeenteBelangen Midden-Groningen (7);Boer & Burger Partij Midden-Groningen (5);PvdA (4);CDA (3);ChristenUnie (3);GroenLinks (3);SP (3);VVD (2);D66 (2);BBB/LMG (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Midden-Groningen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1952";"70476047";"";"";"";"";"Ja"
"Gemeente Moerdijk";"";"Moerdijk";"Gemeente";"";"01-04-1998";"";"01-06-2025";"01-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"";"adresType: Bezoekadres, openbareRuimte: Pastoor van Kessellaan, huisnummer: 15, postcode: 4761 BJ, woonplaats: ZEVENBERGEN, provincieAfkorting: NB, centroideLatitude: 51.64191761, centroideLongitude: 4.60476965, centroideRdx: 100840.9, centroideRdy: 406188.11;adresType: Postadres, postbus: 4, postcode: 4760 AA, woonplaats: ZEVENBERGEN;adresType: Woo-Adres, toelichting: Gemeente Moerdijk t.a.v. Woo-contactpersoon, openbareRuimte: Pastoor van Kessellaan, huisnummer: 15, postcode: 4761BJ, woonplaats: Zevenbergen, provincieAfkorting: NB, land: Nederland, centroideLatitude: 51.64191761, centroideLongitude: 4.60476958, centroideRdx: 100840.9, centroideRdy: 406188.11;adresType: Woo-Adres, toelichting: Postadres gemeente Moerdijk t.a.v. Woo-contactpersoon, postbus: 4, postcode: 4760 AA, woonplaats: Zevenbergen, regio: Noord-Brabant, provincieAfkorting: NB";"https://www.moerdijk.nl/contact";"info@moerdijk.nl";"(0168) 37 36 00";"(0168) 37 36 00, label: algemeen";"";"info@moerdijk.nl, label: algemeen";"https://www.moerdijk.nl, label: algemeen";"";"";"";"";"https://www.moerdijk.nl/bestuur-organisatie/organogram";"183,99";"";"Fijnaart, Heijningen, Klundert, Langeweg, Moerdijk, Noordhoek, Oudemolen NB, Standdaarbuiten, Willemstad, Zevenbergen, Zevenbergschen Hoek";"38273";"208";"25";"Onafhankelijk Moerdijk (4);VVD (4);CDA (3);Moerdijk Lokaal (3);BBM/BBB Bondgenoot (3);Uw Moerdijk (3);PvdA (2);ChristenUnie (1);Fractie Tolu (1);D66 (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Moerdijk";"https://identifier.overheid.nl/tooi/id/gemeente/gm1709";"20151657";"";"";"";"gm1709";"Ja"
"Gemeente Molenlanden";"";"Molenlanden";"Gemeente";"";"01-01-2019";"";"04-06-2025";"04-06-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"";"adresType: Bezoekadres, openbareRuimte: Melkwegplein, huisnummer: 1, postcode: 2971 XB, woonplaats: BLESKENSGRAAF, provincieAfkorting: ZH;adresType: Postadres, postbus: 5, postcode: 2970 AA, woonplaats: BLESKENSGRAAF CA;adresType: Woo-Adres, postbus: 5, postcode: 2970 AA, woonplaats: Bleskensgraaf";"https://www.molenlanden.nl/afspraak-maken#select/";"";"14 0184";"14 0184, label: algemeen";"";"info@molenlanden.nl, label: algemeen";"https://www.molenlanden.nl/, label: algemeen";"";"";"";"";"https://www.molenlanden.nl/organisatiestructuur";"181,79";"";"Arkel, Bleskensgraaf Ca, Brandwijk, Giessenburg, Goudriaan, Groot-Ammers, Hoogblokland, Hoornaar, Kinderdijk, Langerak, Molenaarsgraaf, Nieuw-Lekkerland, Nieuwpoort, Noordeloos, Ottoland, Oud-Alblas, Schelluinen, Streefkerk, Waal, Wijngaarden";"45363";"249";"27";"Doe mee! Molenlanden (8);SGP (6);CDA (5);ChristenUnie (5);VVD (2);Progressief Molenlanden (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Molenlanden";"https://identifier.overheid.nl/tooi/id/gemeente/gm1978";"73552739";"";"";"";"";"Ja"
"Gemeente Montferland";"";"Montferland";"Gemeente";"";"01-01-2005";"";"23-05-2025";"23-05-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"";"adresType: Bezoekadres, openbareRuimte: Bergvredestraat, huisnummer: 10, postcode: 6942 GK, woonplaats: DIDAM, provincieAfkorting: GD, centroideLatitude: 51.93114768, centroideLongitude: 6.13405981, centroideRdx: 206366.293, centroideRdy: 438339.476;adresType: Postadres, openbareRuimte: Bergvredestraat, huisnummer: 10, postcode: 6942 GK, woonplaats: DIDAM;adresType: Woo-Adres, openbareRuimte: Bergvredestraat, huisnummer: 10, postcode: 6942 GK, woonplaats: DIDAM, provincieAfkorting: GD";"";"";"(0316) 29 13 91";"(0316) 29 13 91, label: algemeen";"";"Gemeente@montferland.info, label: algemeen";"https://www.montferland.info/, label: algemeen";"";"";"";"";"https://www.montferland.info/organigram-gemeente-montferland";"110,0";"";"'s-Heerenberg, Azewijn, Beek Gem Montferland, Braamt, Didam, Kilder, Lengel, Loerbeek, Stokkum, Vethuizen, Wijnbergen, Zeddam";"36996";"336";"25";"CDA (5);Helder (4);Lijst Groot Montferland (4);VVD (3);Lokaal Belang Montferland (3);PvdA (3);Één Montferland (1);D66 (1);DaadKracht (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Montferland";"https://identifier.overheid.nl/tooi/id/gemeente/gm1955";"09217772";"";"";"";"gm1955";"Ja"
"Gemeente Montfoort";"";"Montfoort";"Gemeente";"";"";"";"16-03-2025";"16-03-2025";"CAO, wettelijke-grondslagen: https://www.caogemeenten.nl/, opschrift: CAO Gemeenten;Overheidswerkgever, externe-url: https://www.wnra.nl/, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0001947, opschrift: Ambtenarenwet 2017;WNT-instelling, externe-url: https://www.topinkomens.nl/voor-wnt-instellingen/wnt-register, wettelijke-grondslagen: http://wetten.overheid.nl/jci1.3:c:BWBR0032249&paragraaf=1&artikel=1.2&lid=1, opschrift: Gemeenten (Artikel 1.2, lid 1c, WNT);Woo, externe-url: https://www.rijksoverheid.nl/onderwerpen/wet-open-overheid-woo, wettelijke-grondslagen: https://wetten.overheid.nl/BWBR0045754, opschrift: Wet open overheid";"";"";"https://www.montfoort.nl/Alle_onderwerpen/Bestuur_en_organisatie";"adresType: Bezoekadres, openbareRuimte: Kasteelplein, huisnummer: 5, postcode: 3417 JG, woonplaats: MONTFOORT, provincieAfkorting: UT, centroideLatitude: 52.04422994, centroideLongitude: 4.95050099, centroideRdx: 125040.503, centroideRdy: 450746.652;adresType: Postadres, postbus: 41, postcode: 3417 ZG, woonplaats: MONTFOORT;adresType: Woo-Adres, postbus: 41, postcode: 3417 ZG, woonplaats: Montfoort, provincieAfkorting: Ut";"https://www.montfoort.nl/Alle_onderwerpen/Burgerzaken/Maak_een_afspraak";"";"(0348) 47 64 00";"(0348) 47 64 00, label: algemeen";"";"info@montfoort.nl, label: algemeen";"https://www.montfoort.nl, label: algemeen";"";"";"";"";"https://www.montfoort.nl/Alle_onderwerpen/Bestuur_en_organisatie/Organisatiestructuur";"38,22";"";"Linschoten, Montfoort";"13772";"360";"15";"Lokaal Montfoort (4);VVD (2);Progressief Akkoord (2);CDA (2);SGP (2);ChristenUnie (1);Inwonersbelangen Montfoort Linschoten (1);D66 (1)";"";"";"";"http://standaarden.overheid.nl/owms/terms/Montfoort_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0335";"30277195";"";"";"";"gm0335";"Ja"
